product_name,categories_en,energy-kcal_100g,carbohydrates_100g,proteins_100g,fat_100g,fiber_100g
"Vanilla protein powder - Active stacks","","110","4","22","",""
"Brisket teriyaki donburi","","151.985559566787","22.4007217462312","6.1913356023575","4.40433206110655","1.299638954741"
"Sauce tomate provençale","Condiments,Sauces,Provençale sauces","47","6.3","1.6","1.1","2.5"
"gelule","","6","6","8","3",""
"Chipotle Glazed Chicken Thighs","","137.5","10","10.25","6.75","2"
"Moussaka","","117","6.59999990463257","6.40000009536743","6.80000019073486","1.79999995231628"
"L'esence","","6","12","5","12",""
"Fruit & Fibre","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Flakes,Cereal flakes,Extruded cereals,Cereal flakes with fruits","71.8625","16.8205","0.4783","0.13975","0.7365"
"Pizzoccheri","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,it:Pizzoccheri","116","11","5.3","5.2",""
"Pain chocolat","","372","39","5.59999990463257","21","2.09999990463257"
"Teriyaki pineapple chicken meatballs","","140","6","13","5",""
"Broccoli sprouts","","1","1","3","","2"
"Butter chicken","","178.5","19.24","5.51","8.78","2.17"
"Filet de poulet lentille","","94","6.73999977111816","7.84999990463257","3.91000008583069","1.19000005722046"
"Wheypresso Protein Coffee","","395","6.6","74","7.1",""
"Fresh Carrots w/Light Ranch Dressing","","96.1538461538462","7.05128205128205","1.28205128205128","6.41025641025641","1.92307692307692"
"Cinnamon macadamia crunch","","642.857142857143","21.4285714285714","7.14285714285714","64.2857142857143","78.5714285714286"
"Chocolate Brownie Protein Balls","","311.666666666667","35","18.3333333333333","10","5"
"Risto piatti fusilli alla Sorrentina senza glutine","Meals","142","23.5","3.9","3.3","1.4"
"Saumon riz","","135","12.1000003814697","7.40000009536743","8.48999977111816","1.26999998092651"
"Nutrí ricas carb watch","","60","13","4","2.5","9"
"Curry de bœuf","","154","8.39999961853027","6.40000009536743","5.30000019073486","2.09999990463257"
"Pâte a tartiner","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads","465","41","0","39.5",""
"Patatina gusto pesto ligure","","498","56","7.4","26","5.1"
"Chocolat noir sésame complet","Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar","591","31","10","45","11"
"Filet de poulet rôti","Meats and their products,Meats,Chicken and its products,Poultries,Chickens,Chicken breasts,fr:Filets de poulet rotis","141","0.6","22.3","5.5",""
"Protein Whey - Vanilla Ice Cream","","378","5.6","79","4.2",""
"Collagen peptides","","70","3.5","10","2","0.5"
"Pain au chocolat","","400","46.6666666666667","6.66666666666667","20","2.22222222222222"
"Pois Chiches Bio","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Chickpeas,Canned legumes,Canned chickpeas","72","8.6","4.3","1.3","4.5"
"Haricots Rouges Bio","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses,Common beans,Red beans","53","5.3","4.4","0.3","5.8"
"Haricots Noirs Bio","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses,Common beans,Black beans","57","6.3","4.1","0.6","5.1"
"Lentilles Brunes Bio","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Meals,Seeds,Canned plant-based foods,Legume seeds,Pulses,Lentils,Canned legumes,Brown lentils,Canned lentils,Prepared lentils","54","6.8","4","0.3","4"
"Petits Pois Verts Bio","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Legumes and their products,Canned foods,Legumes,Vegetables based foods,Canned plant-based foods,Vegetables,Canned vegetables,Canned legumes,Green peas,Canned peas","72","10.5","4.8","0.3","4.1"
"Modtadelice aux olives","","198","4.5","10","15.8","20"
"Mortadelice piquante","","190","11","11.5","11.1",""
"Mortadelices a la provençale","Meats and their products,Prepared meats","184","6.7","10.7","13",""
"Bacon de dinde","Meats and their products,Meats,Poultries,Turkey and its products,Turkeys","176","1.4","22","9.5","3"
"Mortadelle olives 10 tranches","Meats and their products,Meats,Prepared meats,fr:Charcuteries cuites,Mortadella","198","4.5","10","15.8",""
"Poulet","Meats and their products,Meats,Chicken and its products,Poultries,Chickens","89","3.8","16.5","0.9",""
"Tranchés de dinde","Meats and their products,Meats,Prepared meats,Poultries,Turkey and its products,Turkeys,fr:Charcuteries cuites,Poultry hams,Cooked turkey breast slices","110","4","14","4.3",""
"Mousse de volaille","Meats and their products,Spreads,Prepared meats,Salted spreads,Savory mousses","248","2.7","10.6","21.6",""
"Saucisson sec","","375","3.20000004768372","28.3999996185303","27.6000003814697",""
"Chorizo","","457","3.20000004768372","18.2000007629395","41.2999992370605","3"
"Tranchettes soicy","","190","11","11.5","11.1",""
"Luxury toasted muesli ancient grains & super fruits","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","442","68.5","12.3000001907349","12.8000001907349","10.3000001907349"
"Saucisson sec au poivre les fines tranches","","380","1.6","23.6","31",""
"Salami de dinde","Meats and their products,Prepared meats,Cured sausages,Salami,Turkey salami","297","5.4","17.1","23",""
"Podwieczorek Biszkopt pełnoziarnisty z musem czekoladowym","","256","31.12","8.46","10.89",""
"Flan","","189","27","3.6","7.3",""
"Filet de poulet extra tendre thym citron","Meats and their products,Meats,Chicken and its products,Poultries,Chickens,Chicken breasts","108","1.6","22","1.6",""
"Olive Tapenade Hummus","","80","5","2","6","2"
"TRE’","","0","20","0","",""
"Tthjhhgt","","184","18","5.6","9.9","0"
"Wrap hoummous et falafel","","233","33","12","5",""
"Yogurt","","109","14","2.79999995231628","4.90000009536743",""
"Falafel","","243","26.6000003814697","13.1000003814697","9","4.5"
"Salade tomate","","18","2.2","0.9","0.2",""
"pur jus de pommes","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Unsweetened beverages,Apple juices,Squeezed-juices,Squeezed apple juices","44","11","0","0",""
"Fruta fresca cortada","","30","7.5","0.7","0.1",""
"Ensalada Granjera","","175","7.4","5.8","13.2",""
"Ensalada cesar","Meals,Prepared salads,Salads","107","6.8","9.4","4.4",""
"Ensalada espiral-york queso","","200","24.2","9","7.1",""
"Snack saludable Humus con Tostas","","215","17.7","5","12.4",""
"G-LABZ PROTEIN","","396","16.5","80","0.5","0.1"
"Mohalabia","","385","92","5","0","0"
"Keema de bœuf","","139","3.57500004768372","6.92500019073486","10.375","1.72500002384186"
"Cornetto","","324","8","30","20","15"
"Olio extravergine di oliva","","824","0","0","92","0"
"Saucisses de poulet saveur aux herbes","Meats and their products,Meat preparations,Meats,Prepared meats,Chicken and its products,Poultries,Sausages,Chicken preparations,Chickens,Poultry sausages,Chicken sausages","234","0.9","17","18",""
"Organic Beet Root Powder","Food","429","85.71","1.74","0.24","2.55"
"Gâteau énergétique","","385","77","6.4","5.4","3.9"
"boisson instantanée tea","Beverages,Hot beverages,Dried products,Instant beverages,Herbal tea beverages,Brewed infusions without sugar","350","","","",""
"Mamounette rôtie","","258","2.4","1.5","26","3.8"
"TARALLI FINOCCHIO supermercati coop Cascione","","398","66.6","10.13","10.1","2"
"Chicken kievs","Meats and their products,Meat preparations,Chicken and its products,Chicken preparations,Breaded products,Chicken kievs","253.75","7.8125","16.375","17.125","1.375"
"Pella Mushroom Coffee","Meats and their products,Prepared meats,Sausages","6","1","1","","1"
"Hercules Strong white bread flour","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Breads,Wheat flours,Bread flours,Wheat bread flour","340","68.6","9.61","1.5","6.8"
"LifeVantagw protein","","100","2","18","2",""
"Broccoli","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetable-based foods and beverages,Vegetables based foods,Vegetables,Broccoli","34","6.5","3","0.4","2.9"
"Nuts&Berries","","480","41.3333320617676","9.00000015894572","30.6666660308838","5"
"Poulet  thaï","","156","17","6.59999990463257","4.80000019073486","4.19999980926514"
"Malitz Jambon fumé Beurre léger","","183","11.7","5.5","60.5",""
"Pams pancakes","","500","65","15","20","2.5"
"Œuf de cigogne en sachet","","480","73","3.3","19",""
"Lomo de bellota  ibérico 50% raza ibérica","","316","0.54","44.4","15.09",""
"Formule  1","","360","52","36","4","12"
"Formula 1- Wild Berry","","90","13","9","1","11"
"Daily Wellness - LifeVantage","","338.983050847458","84.7457627118644","","",""
"Papaya","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Tropical fruits,Papayas","42.2","8.53","0.75","0.15","1.8"
"Axio (Lemonade)","Dietary supplements,Bodybuilding supplements,Groceries","300","60","","",""
"Axio","","300","60","","",""
"Bonbons de chocolat assortis","Snacks,Sweet snacks,Confectioneries","491","39.62","6.23","33.74","3.99"
"Pears General","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Dietary supplements,Fresh fruits,Pears,Fresh pears","101","27","0.6","0.3","12"
"Pipa girasol tostada","","619","20.5","7.2","56.8",""
"Merguez de poulet","Meats and their products,Prepared meats,Sausages,fr:Merguez,Poultry merguez","266","2.7","14","22",""
"Healthy meal","","346.153846153846","50","34.6153846153846","1.15384619969588","3.0769231227728"
"Piña Colada","","360","","","",""
"Graines de soya grillées","","454.545454545455","31.8181818181818","40.9090909090909","20.4545454545455","9.09090909090909"
"Lasagna","","79.5652173913043","8.02173946214759","6.80434766023055","1.82608687359354","1.80434786755106"
"Niteworks","Dietary supplements","0","","","0",""
"Fromage en grains quebec","","361","0.5","22.6","27",""
"Tarte normande","Sweet pies,Pies,Norman-style pies","270","38","4","11",""
"Maca  Powder","","400","","","",""
"Plat cuisiné Coquillettes au jambon","","156","13","7.8","7.9","5"
"Polvo para preparar bebidas","Beverages and beverages preparations,Beverages,Canned foods,Beverage preparations,Dietary supplements,Instant beverages,Bodybuilding supplements,Protein powders","350","12.5","75","0.2","1.5"
"Porte","","10","10","45","5",""
"Blackberry","","43","4.9","","","5"
"Soupe carotte thym","","15.7399997711182","3.27999997138977","0.310000002384186","0.129999995231628","1.37000000476837"
"Phresh greens","","375","50","25","","25"
"Sauce Bourguignonne","","360","10","3.33333333333333","34.6666653951009","3.33333333333333"
"Multigrain Bread","","140","27","5","1.5","2"
"Vitamin d3+k2","","10","3","","",""
"Asiago bread","","140","20","6","4","1"
"Soupe miso épicée instantanée japonaise au tofu","Meals,Soups,Miso soup","329","47","17","6.4",""
"Muesli Fruits rouges","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits","438","61","10","15","9.5"
"Jambon sec 4 tranches monoprix","","250","0.9","32","13",""
"Makana assortment","","342.857142857143","48.5714285714286","2.85714285714286","17.1428571428571",""
"Honeycrisp Apple","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Apples,Fresh fruits,Fresh apples","52.1978021978022","13.7362637362637","0.274725274725275","0.164835164835165","2.41758241758242"
"Abalone","","90","5","5","",""
"Pure protein complete","","390.243902439024","29.2682926829268","60.9756097560976","3.65853658536585","2.4390243902439"
"Mayonnaise 5 ingrédients","","693.333333333333","3.33333333333333","3.33333333333333","73.3333333333333","3.33333333333333"
"Salmone norvegese affumicato  bocconcini","","205","0.5","24","12","0.600000023841858"
"Galette des rois Frangipane","Snacks,Sweet snacks,Biscuits and cakes,Pastries,King-cakes,Twelfth-night-cake-with-almond-paste","468","44","6.7","29","2"
"Whey Protein Isolate","","360","","90","",""
"Céréales choco-noisettes","","427","64","9.89999961853027","12.6999998092651","8.19999980926514"
"Sugo salsa pomodori","","584","21.2999992370605","4","53.0999984741211",""
"Rejuvenate Cold Pressed Juice","","33.8266384778013","8.0338266384778","0.634249471458774","0.105708245243129","0.634249471458774"
"Sweet Envy","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods","35.940803382664","9.0909090909091","0.84566596194503","0","0"
"Oeufs","","530","42","4.9","41",""
"Asiago cheese bread","","140","20","6","4",""
"Chipolatas","","210","2.1","16.5","15.1",""
"Breakfast Chuckwagon","","275","21.09375","14.453125","15.234375","0.390625"
"Salmon from cookunity","","138.381201044386","8.09399477806789","11.2271540469974","7.04960835509138","5.22193211488251"
"Patagonian scallops","","88","1.5","16.5","1.70000004768372",""
"Butternut rôties","","67.1399993896484","11.9099998474121","0.800000011920929","1.20000004768372","1.74000000953674"
"Flank Steak","","160.714285714286","0","21.4285714285714","8.03571428571429",""
"Mousse chocolat douceur","","169","22.7","5.8","5.6",""
"Bouchon pdt","","174","24","2.40000009536743","6.90000009536743","2.90000009536743"
"Vietnamese Coffee","","75","10","10","","5"
"100% Whey Protein Deluxe","","209","11","30","4.80000019073486",""
"Vintage Bounty - Oatmeal Cream Pie","","110","3","20","3.5","1"
"Creamy katsu curry","","54","6.80000019073486","2","1.60000002384186","2.40000009536743"
"Riz de camargue long complet","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Camargue rices","360","74.5","7.8","2.6",""
"Le fromage fouetté Madame Loïc Nature au sel de guérande","Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Spreads,Dairy desserts,Salted spreads,Fermented dairy desserts,Fromages blancs - petit suisses and skyr,Petits suisses,Plain fermented dairy desserts,Plain Petit-Suisse,Cheese spreads","252","3","5.9","24","0"
"Frilandsæg","","136","1.20000004768372","12","9.19999980926514",""
"Velouté aux asperges","","31","4.5","0.800000011920929","1","0.5"
"Chocolate de algarroba sésamo","","480","43.8","4.3","35",""
"Couscous végétarien","","66.9","10.91","2.05","1.53","1.28"
"Whey Protein Iso Cold-Fil","","352.941176470588","2.94117647058824","88.2352941176471","",""
"Complete Greens","","311.111111111111","16.6666666666667","41.1111111111111","2.22222222222222","25.5555555555556"
"Beef Protein","","406.666666666667","6","90","2.66666666666667",""
"Natural Whey Protein Choclate","","379","12","72","4","3.4"
"Vegane Zaziki Creme","","99","5.4","1.7","7.6",""
"Jumbo  Prawns","","60","0.300000011920929","13.8000001907349","0.400000005960464","0.100000001490116"
"Strolghino di prosciutto","Meats and their products,Meats,Prepared meats","271.91","0.3","27.7","27",""
"Bio Rinforza Plus","","100","5","7","1",""
"Italian tomato puree","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Condiments,Vegetables based foods,Vegetables,Sauces,Tomatoes and their products,Tomato sauces,Tomatoes,Tomato purées","89","15.3","4.3","0.5","2.9"
"Bouillon de boeuf","","30","1","1","1","1"
"Leite em pó integral instantâneo Glória","Beverages and beverages preparations,Beverages,Dairies,Milks (liquid and powder),Dried products,Dried products to be rehydrated,Dehydrated beverages,Milk powders","507.407407407407","40.7407407407407","25.9259259259259","26.6666666666667","0"
